Second,acc0,acc1,accumulator_fans_current,auto_breaking_voltage,auto_steering_voltage,b1_ready_to_drive,b2_data_logging,b3,b4,bms_fault,bms_state,brake1_psi,brake2_psi,brake_percent,bus_voltage,buzzer_state,command_torque_limited,coolant_pump_current,current,direction_value,error0,error1,error10,error11,error12,error13,error14,error15,error16,error17,error18,error19,error2,error20,error21,error22,error23,error24,error25,error26,error27,error28,error29,error3,error30,error31,error32,error33,error34,error35,error36,error37,error38,error39,error4,error40,error41,error42,error43,error44,error45,error46,error47,error48,error49,error5,error50,error51,error52,error53,error54,error55,error56,error57,error58,error59,error6,error60,error61,error62,error63,error7,error8,error9,flags,gpio_sense,imd_fault,inverter_dicharge,inverter_enable,lidar_current,lv_current,ping_lv_nodes,radiator_fans_current,relay_state,s1_coolant_pump,s2_radiator_fan,s3_accumulator_fan,shutdown_voltage,speed_mode_enabled,speed_signal,torque_signal_small,voltage
93,2975.0,22016.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,68.0,85.0,11.0,25853.0,1.0,0.0,147.0,509.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1225.0,3.0,0.0,3.0,0.0,0.0,0.0,784.0,0.0,0.0,0.0,25690.0
94,2971.0,23040.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,90.0,11.0,25852.0,1.0,0.0,147.0,490.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1219.0,6.0,0.0,3.0,0.0,0.0,0.0,784.0,0.0,0.0,0.0,25690.0
95,2974.0,22528.0,154.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,88.0,11.0,25851.0,1.0,0.0,146.0,506.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1213.0,1.0,0.0,3.0,0.0,0.0,0.0,784.0,0.0,0.0,0.0,25690.0
96,2971.0,22528.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,88.0,11.0,25852.0,1.0,0.0,146.0,504.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1212.0,6.0,0.0,3.0,0.0,0.0,0.0,784.0,0.0,0.0,0.0,25691.0
97,2972.0,23040.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25852.0,1.0,0.0,146.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1209.0,1.0,0.0,3.0,0.0,0.0,0.0,784.0,0.0,0.0,0.0,25690.0
98,2972.0,22784.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25851.0,1.0,0.0,146.0,506.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1210.0,3.0,0.0,3.0,0.0,0.0,0.0,784.0,0.0,0.0,0.0,25687.0
99,2972.0,23040.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25850.0,1.0,0.0,147.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1207.0,0.0,0.0,3.0,0.0,0.0,0.0,783.0,0.0,0.0,0.0,25690.0
100,2971.0,23040.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,90.0,11.0,25850.0,1.0,0.0,147.0,496.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1210.0,2.0,0.0,3.0,0.0,0.0,0.0,783.0,0.0,0.0,0.0,25687.0
101,2974.0,22528.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,88.0,11.0,25848.0,1.0,0.0,147.0,501.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1209.0,4.0,0.0,3.0,0.0,0.0,0.0,783.0,0.0,0.0,0.0,25688.0
102,2972.0,23040.0,153.0,0.0,142.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,89.0,11.0,25848.0,1.0,0.0,147.0,510.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,153.0,1212.0,1.0,0.0,3.0,0.0,0.0,0.0,783.0,0.0,0.0,0.0,25687.0
103,2971.0,22784.0,152.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25850.0,1.0,0.0,146.0,490.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,153.0,1213.0,3.0,0.0,3.0,0.0,0.0,0.0,782.0,0.0,0.0,0.0,25686.0
104,2973.0,22784.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,90.0,11.0,25847.0,1.0,0.0,146.0,514.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1211.0,5.0,0.0,3.0,0.0,0.0,0.0,781.0,0.0,0.0,0.0,25686.0
105,2970.0,23040.0,152.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,90.0,11.0,25848.0,1.0,0.0,146.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,153.0,1210.0,3.0,0.0,3.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,25685.0
106,2970.0,22528.0,152.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,88.0,11.0,25847.0,1.0,0.0,146.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,153.0,1208.0,4.0,0.0,3.0,0.0,0.0,0.0,779.0,0.0,0.0,0.0,25682.0
107,2972.0,22784.0,152.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,89.0,11.0,25847.0,1.0,0.0,146.0,496.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1207.0,0.0,0.0,3.0,0.0,0.0,0.0,779.0,0.0,0.0,0.0,25686.0
108,2971.0,23040.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,68.0,90.0,11.0,25846.0,1.0,0.0,146.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1205.0,2.0,0.0,3.0,0.0,0.0,0.0,779.0,0.0,0.0,0.0,25676.0
109,2970.0,22784.0,152.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25847.0,1.0,0.0,146.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1205.0,5.0,0.0,3.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,25680.0
110,2975.0,23040.0,152.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,90.0,11.0,25846.0,1.0,0.0,146.0,510.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1206.0,1.0,0.0,3.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,25682.0
111,2973.0,22784.0,152.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25845.0,1.0,0.0,146.0,498.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1206.0,3.0,0.0,3.0,0.0,0.0,0.0,781.0,0.0,0.0,0.0,25683.0
112,3050.0,22784.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,90.0,11.0,25846.0,1.0,0.0,146.0,489.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1206.0,6.0,0.0,3.0,0.0,0.0,0.0,781.0,0.0,0.0,190.0,25681.0
113,2988.0,23040.0,152.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,89.0,11.0,25847.0,1.0,0.0,146.0,496.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1207.0,2.0,0.0,3.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,25682.0
114,2988.0,20480.0,152.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,164.0,340.0,39.0,25835.0,1.0,0.0,146.0,501.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1224.0,4.0,0.0,3.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,25661.0
115,2990.0,8193.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,263.0,557.0,63.0,25833.0,1.0,0.0,146.0,509.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1236.0,2.0,0.0,3.0,0.0,0.0,0.0,779.0,0.0,0.0,0.0,25662.0
116,2988.0,49408.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,223.0,462.0,52.0,25832.0,1.0,0.0,146.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1247.0,4.0,0.0,3.0,0.0,0.0,0.0,779.0,0.0,0.0,0.0,25657.0
117,2988.0,23040.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,68.0,88.0,11.0,25845.0,1.0,0.0,146.0,496.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1234.0,6.0,0.0,3.0,0.0,0.0,0.0,779.0,0.0,0.0,0.0,25680.0
118,3273.0,22784.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25843.0,1.0,0.0,146.0,509.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1225.0,3.0,0.0,3.0,0.0,0.0,0.0,778.0,0.0,0.0,0.0,25682.0
119,3302.0,22784.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,90.0,11.0,25843.0,1.0,0.0,146.0,485.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1218.0,5.0,0.0,3.0,0.0,0.0,0.0,778.0,0.0,0.0,0.0,25681.0
120,2980.0,23040.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,90.0,11.0,25843.0,1.0,0.0,147.0,501.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1214.0,0.0,0.0,3.0,0.0,0.0,0.0,778.0,0.0,0.0,0.0,25680.0
121,2978.0,63488.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,247.0,511.0,58.0,25831.0,1.0,0.0,146.0,501.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1229.0,4.0,0.0,3.0,0.0,0.0,0.0,778.0,0.0,0.0,0.0,25658.0
122,2976.0,6400.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,254.0,533.0,60.0,25831.0,1.0,0.0,146.0,501.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1240.0,5.0,0.0,3.0,0.0,0.0,0.0,778.0,0.0,0.0,0.0,25657.0
123,3092.0,22784.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,88.0,11.0,25841.0,1.0,0.0,146.0,489.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1229.0,2.0,0.0,3.0,0.0,0.0,0.0,777.0,0.0,0.0,0.0,25677.0
124,3058.0,23040.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,90.0,11.0,25840.0,1.0,0.0,146.0,487.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1224.0,4.0,0.0,3.0,0.0,0.0,0.0,777.0,0.0,0.0,0.0,25677.0
