Second,acc0,acc1,accumulator_fans_current,auto_breaking_voltage,auto_steering_voltage,b1_ready_to_drive,b2_data_logging,b3,b4,bms_fault,bms_state,brake1_psi,brake2_psi,brake_percent,bus_voltage,buzzer_state,command_torque_limited,coolant_pump_current,current,direction_value,error0,error1,error10,error11,error12,error13,error14,error15,error16,error17,error18,error19,error2,error20,error21,error22,error23,error24,error25,error26,error27,error28,error29,error3,error30,error31,error32,error33,error34,error35,error36,error37,error38,error39,error4,error40,error41,error42,error43,error44,error45,error46,error47,error48,error49,error5,error50,error51,error52,error53,error54,error55,error56,error57,error58,error59,error6,error60,error61,error62,error63,error7,error8,error9,flags,gpio_sense,imd_fault,inverter_dicharge,inverter_enable,lidar_current,lv_current,ping_lv_nodes,radiator_fans_current,relay_state,s1_coolant_pump,s2_radiator_fan,s3_accumulator_fan,shutdown_voltage,speed_mode_enabled,speed_signal,torque_signal_small,voltage
157,3206.0,22784.0,152.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,90.0,11.0,25835.0,1.0,0.0,146.0,498.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1203.0,4.0,0.0,3.0,0.0,0.0,0.0,772.0,0.0,0.0,0.0,25655.0
158,3206.0,22784.0,152.0,0.0,142.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,90.0,11.0,25833.0,1.0,0.0,146.0,503.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1202.0,0.0,0.0,3.0,0.0,0.0,0.0,772.0,0.0,0.0,0.0,25667.0
159,3206.0,22784.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,90.0,11.0,25831.0,1.0,0.0,146.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,153.0,1201.0,2.0,0.0,3.0,0.0,0.0,0.0,771.0,0.0,0.0,0.0,25648.0
160,3206.0,22784.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,89.0,11.0,25833.0,1.0,0.0,147.0,501.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,153.0,1199.0,5.0,0.0,3.0,0.0,0.0,0.0,771.0,0.0,0.0,0.0,25670.0
161,3206.0,22784.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25831.0,1.0,0.0,147.0,496.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1199.0,1.0,0.0,3.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,25655.0
162,3206.0,22784.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,192.0,394.0,45.0,25822.0,1.0,0.0,147.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1217.0,3.0,0.0,3.0,0.0,0.0,0.0,771.0,0.0,0.0,0.0,25647.0
163,3206.0,22784.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,190.0,388.0,44.0,25821.0,1.0,0.0,147.0,503.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1232.0,6.0,0.0,3.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,25646.0
164,3206.0,22784.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,69.0,89.0,11.0,25832.0,1.0,0.0,147.0,498.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1225.0,2.0,0.0,3.0,0.0,0.0,0.0,770.0,0.0,0.0,362.0,25668.0
165,3206.0,22784.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,82.0,169.0,24.0,25831.0,1.0,0.0,146.0,498.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1222.0,4.0,0.0,3.0,0.0,0.0,0.0,769.0,0.0,0.0,362.0,25665.0
166,3206.0,22784.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,281.0,539.0,61.0,25818.0,1.0,0.0,147.0,501.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1236.0,0.0,0.0,3.0,0.0,0.0,0.0,769.0,0.0,0.0,362.0,25645.0
167,3206.0,22784.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,282.0,553.0,65.0,25820.0,1.0,0.0,146.0,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1247.0,3.0,0.0,3.0,0.0,0.0,0.0,769.0,0.0,0.0,362.0,25631.0
168,3206.0,22784.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,336.0,651.0,74.0,25820.0,1.0,0.0,147.0,503.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1255.0,6.0,0.0,3.0,0.0,0.0,0.0,769.0,0.0,0.0,362.0,25647.0
169,3206.0,22784.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,101.0,128.0,15.0,25817.0,1.0,0.0,146.0,49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1261.0,3.0,0.0,3.0,0.0,0.0,0.0,769.0,0.0,0.0,362.0,25650.0
170,3206.0,22784.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,90.0,11.0,25831.0,1.0,0.0,146.0,485.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,151.0,1246.0,5.0,0.0,3.0,0.0,0.0,0.0,769.0,0.0,0.0,362.0,25666.0
171,2996.0,23040.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,90.0,11.0,25830.0,1.0,0.0,146.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1236.0,0.0,0.0,3.0,0.0,0.0,0.0,769.0,0.0,0.0,362.0,25653.0
172,2994.0,23040.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,90.0,11.0,25831.0,1.0,0.0,146.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,151.0,1229.0,4.0,0.0,3.0,0.0,0.0,0.0,769.0,0.0,0.0,362.0,25667.0
173,2995.0,23040.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,90.0,11.0,25830.0,1.0,0.0,146.0,507.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1223.0,6.0,0.0,3.0,0.0,0.0,0.0,769.0,0.0,0.0,362.0,25666.0
174,2968.0,23040.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,70.0,89.0,11.0,25830.0,1.0,0.0,146.0,495.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,151.0,1220.0,2.0,0.0,3.0,0.0,0.0,0.0,769.0,0.0,0.0,362.0,25666.0
175,2965.0,55296.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,244.0,472.0,55.0,25817.0,1.0,0.0,147.0,495.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,151.0,1235.0,5.0,0.0,3.0,0.0,0.0,0.0,768.0,0.0,0.0,362.0,25642.0
176,2964.0,62976.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,248.0,501.0,57.0,25817.0,1.0,0.0,147.0,509.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1247.0,0.0,0.0,3.0,0.0,0.0,0.0,768.0,0.0,0.0,362.0,25640.0
177,2966.0,29441.0,153.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,308.0,623.0,71.0,25818.0,1.0,0.0,146.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1255.0,3.0,0.0,3.0,0.0,0.0,0.0,768.0,0.0,0.0,362.0,25637.0
178,2966.0,64512.0,152.0,0.0,143.0,1.0,0.0,0.0,0.0,0.0,5.0,252.0,508.0,58.0,25817.0,1.0,0.0,146.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1261.0,5.0,0.0,3.0,0.0,0.0,0.0,767.0,0.0,0.0,362.0,25642.0
179,2967.0,62208.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,249.0,502.0,57.0,25817.0,1.0,0.0,147.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1265.0,1.0,0.0,3.0,0.0,0.0,0.0,767.0,0.0,0.0,362.0,25628.0
180,2966.0,53504.0,153.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,234.0,466.0,53.0,25817.0,1.0,0.0,147.0,498.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1268.0,4.0,0.0,3.0,0.0,0.0,0.0,767.0,0.0,0.0,362.0,25642.0
181,2964.0,51456.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,229.0,457.0,52.0,25816.0,1.0,0.0,146.0,501.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,152.0,1271.0,6.0,0.0,3.0,0.0,0.0,0.0,767.0,0.0,0.0,362.0,25645.0
182,2965.0,46848.0,152.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,5.0,222.0,439.0,50.0,25818.0,1.0,0.0,146.0,506.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,152.0,1272.0,2.0,0.0,3.0,0.0,0.0,0.0,759.0,0.0,0.0,0.0,25693.0
226,2960.0,22528.0,156.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,1.0,69.0,88.0,11.0,25993.0,1.0,0.0,144.0,482.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,152.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,0.0,0.0,0.0,25897.0
227,2960.0,22784.0,155.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,90.0,11.0,26000.0,1.0,0.0,144.0,551.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,152.0,916.0,3.0,0.0,0.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,25858.0
228,2962.0,23040.0,154.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,89.0,11.0,26000.0,1.0,0.0,145.0,401.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,152.0,931.0,5.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,25868.0
229,2959.0,22784.0,154.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,89.0,11.0,25997.0,1.0,0.0,145.0,379.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,152.0,948.0,2.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,25856.0
230,2960.0,22784.0,154.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,90.0,11.0,25991.0,1.0,0.0,146.0,560.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,153.0,965.0,4.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,25862.0
